,Marktbereich,PHG,Modeserie,PUG,Zielgruppe,Modell,Modell.1,Farbkarte,Farbe,FS18,FS19,FS20,FS21
2684,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41627.0,Wo Larice Light Pants II,GRAU,pigeon grey,0,0,0,4
2685,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41627.0,Wo Larice Light Pants II,SCHWARZ,black,0,1,55,12
2686,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41627.0,Wo Larice Light Pants II,TÜRKIS,pacific,0,1,21,0
2687,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41716.0,Wo Back Bowl  Fleece Pant,BLAU,eclipse,0,0,7,0
2688,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41716.0,Wo Back Bowl  Fleece Pant,SCHWARZ,black,0,0,19,136
2689,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41726.0,Wo Back Bowl Pants III,BLAU,eclipse,0,0,39,0
2690,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41726.0,Wo Back Bowl Pants III,TÜRKIS,pacific,0,0,21,0
2691,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41906.0,Wo Scopi Shorty,BLAU,baltic sea,0,0,387,0
2692,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41906.0,Wo Scopi Shorty,BLAU,eclipse,0,0,138,0
2693,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41906.0,Wo Scopi Shorty,ORANGE,pink canary,0,0,59,0
2694,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41907.0,Wo Tekoa Shorts II,BLAU,eclipse,0,0,536,6
2695,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41907.0,Wo Tekoa Shorts II,BLAU,icicle,0,0,209,1
2696,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41907.0,Wo Tekoa Shorts II,PINK,crimson red,0,0,0,144
2697,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,41907.0,Wo Tekoa Shorts II,TÜRKIS,riviera,0,0,0,146
2698,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42122.0,Wo Larice Pro Pants,BLAU,steelblue,0,0,0,180
2699,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42122.0,Wo Larice Pro Pants,SCHWARZ,black,0,0,0,272
2700,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42123.0,Wo Back Bowl Pants IV,BLAU,steelblue,0,0,2,257
2701,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42123.0,Wo Back Bowl Pants IV,ROT,mars red,0,0,0,17
2702,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42307.0,Wo Croz Pants II,BLAU,steelblue,0,0,0,146
2703,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42307.0,Wo Croz Pants II,SCHWARZ,black,0,0,0,211
2704,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42327.0,Wo Scopi Short Tights,SCHWARZ,phantom black,0,0,0,7
2705,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42327.0,Wo Scopi Short Tights,TÜRKIS,riviera,0,0,0,7
2706,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42527.0,Wo Monviso 3L Pants,BLAU,dark sea,0,0,0,4
2707,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42530.0,Wo Valdassa Pants,ROT,passion fruit,0,0,0,4
2708,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42530.0,Wo Valdassa Pants,SCHWARZ,black,0,0,0,6
2709,Mountain-Sports,Bekleidung,Mountain,B-Hose,Damen,42530.0,Wo Valdassa Pants,TÜRKIS,arctic blue,0,0,0,4
2710,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,3698.0,Me Seamless Tights,SCHWARZ,black,0,3,0,0
2711,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,3699.0,Me Seamless 3/4 Tights,SCHWARZ,black,0,0,1,0
2712,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4043.0,Me Andermatt Pants,LILA,dark violet,0,0,0,0
2713,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4136.0,Me Seamless Light Shorts,BLAU,hydro blue,0,1,1,0
2714,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4136.0,Me Seamless Light Shorts,SCHWARZ,black,0,96,1,0
2715,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4427.0,Me Badile Pants II,BLAU,baltic sea,0,529,3,376
2716,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4427.0,Me Badile Pants II,BLAU,baltic uni,0,0,384,4
2717,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4427.0,Me Badile Pants II,BLAU,eclipse,0,2,0,0
2718,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4427.0,Me Badile Pants II,SCHWARZ,black,38,979,173,8
2720,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4427.0,Me Badile Pants II,TÜRKIS,dark petrol,0,52,0,0
2721,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4428.0,Me Defender Pants III,SCHWARZ,black,0,6,0,0
2722,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,BLAU,baltic sea,0,1139,2,0
2723,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,BLAU,baltic sea uni,0,0,0,312
2724,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,BLAU,baltic/mars red,0,0,942,8
2725,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,BLAU,icicle,0,0,443,0
2726,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,BLAU,navy,0,0,0,136
2727,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,BLAU,radiate/baltic,0,479,0,0
2728,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,GRÜN,apple green,0,0,280,2
2729,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,GRÜN,avocado,0,0,0,1227
2730,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,GRÜN,chute green,0,387,1,0
2731,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,SCHWARZ,black,0,767,8,0
2732,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,SCHWARZ,black uni,0,0,610,561
2733,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,TÜRKIS,atlantic,0,0,0,175
2734,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,4630.0,Me Badile Shorts,TÜRKIS,dark petrol,0,6,0,0
2735,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,5097.0,Me Brand Pants,GRAU,basalt,0,0,0,1
2736,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,5181.0,Me Boe Pants,ROT,indian red/raisin,0,2,0,0
2737,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,5181.0,Me Boe Pants,SCHWARZ,black,0,0,0,0
2738,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,5182.0,Me Boe Bib Pants,SCHWARZ,black,0,0,0,0
2740,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,5759.0,Me Larice Light Pants,BLAU,baltic sea,0,1,0,0
2741,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,5759.0,Me Larice Light Pants,SCHWARZ,black,0,378,0,0
2742,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,5995.0,Me Bormio Touring Pants,SCHWARZ,black,0,0,0,0
2743,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40245.0,Me Larice Pants II,SCHWARZ,black,0,9,0,0
2744,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40424.0,Me Badile ZO Pants,SCHWARZ,black,0,44,1,0
2745,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40639.0,Me Sesvenna Shorts,GRÜN,chute green,0,71,31,28
2746,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40639.0,Me Sesvenna Shorts,SCHWARZ,black,0,192,37,0
2747,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40640.0,Me Badile Winter Pants,BLAU,baltic sea,0,10,0,0
2748,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40640.0,Me Badile Winter Pants,SCHWARZ,black,0,1,0,0
2749,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40640.0,Me Badile Winter Pants,SCHWARZ,black uni,0,72,43,99
2750,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40649.0,Me Shuksan Hybrid Pants,BLAU,baltic sea,0,35,0,0
2751,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40649.0,Me Shuksan Hybrid Pants,BLAU,icicle,0,2,32,1
2752,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40649.0,Me Shuksan Hybrid Pants,BLAU,navy,0,0,0,16
2753,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40649.0,Me Shuksan Hybrid Pants,SCHWARZ,black,0,0,0,0
2754,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40649.0,Me Shuksan Hybrid Pants,SCHWARZ,black uni,0,1,36,428
2755,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40649.0,Me Shuksan Hybrid Pants,TÜRKIS,pacific,0,25,0,0
2756,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40958.0,Me Scopi Pants II,BLAU,baltic uni,0,0,560,541
2757,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40958.0,Me Scopi Pants II,BLAU,eclipse,0,219,0,0
2758,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40958.0,Me Scopi Pants II,GRAU,tarmac grey,0,84,0,0
2759,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40958.0,Me Scopi Pants II,SCHWARZ,black,0,1080,24,0
2760,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40958.0,Me Scopi Pants II,SCHWARZ,black uni,0,0,401,973
2761,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40958.0,Me Scopi Pants II,SCHWARZ,black/radiate blue,0,2,0,0
2762,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,BLAU,baltic sea,0,0,767,12
2763,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,BLAU,baltic uni,0,0,0,568
2764,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,BLAU,icicle,0,0,450,0
2765,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,BLAU,radiate blue,0,477,0,0
2766,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,BLAU,signal blue,0,0,0,235
2767,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,GRAU,iron,0,597,4,0
2768,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,GRÜN,bright green,0,0,340,118
2769,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,GRÜN,chute green,0,234,0,0
2770,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,ORANGE,rock melone,0,252,12,0
2771,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,ORANGE,tangerine,0,0,0,396
2772,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40959.0,Me Scopi LW Shorts II,SCHWARZ,black,0,0,98,0
2773,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40971.0,Me Tekoa Shorts,GRAU,blue gray,0,276,0,0
2774,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40971.0,Me Tekoa Shorts,GRÜN,petroleum,0,191,0,0
2775,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,40971.0,Me Tekoa Shorts,ROT,salsa,0,250,0,0
2776,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41208.0,Me Back Bowl Pants II,BLAU,radiate blue,0,13,0,0
2777,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41208.0,Me Back Bowl Pants II,TÜRKIS,pacific,0,167,0,0
2778,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41209.0,Me Bormio Touring Pants III,SCHWARZ,black,0,25,18,509
2779,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,BLAU,baltic sea,0,68,0,0
2780,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,BLAU,baltic sea uni,0,0,0,4
2781,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,BLAU,deep water,0,1,4,0
2782,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,BLAU,eclipse,0,0,36,0
2783,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,BLAU,icicle,0,1,26,7
2784,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,BLAU,navy,0,0,1,87
2785,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,BLAU,radiate blue,0,10,0,0
2786,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,BLAU,signal blue,0,0,0,7
2787,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,GRAU,heron,0,10,1,0
2788,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,GRÜN,dusty forest,0,0,0,3
2789,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,GRÜN,eucalyptus,0,91,0,0
2790,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,SCHWARZ,black,0,584,153,100
2791,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,SCHWARZ,black uni,0,0,0,9
2792,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41210.0,Me Larice Pants III,TÜRKIS,atlantic,0,0,0,3
2793,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41224.0,Me Base Tights,BLAU,baltic sea,0,107,11,0
2794,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41224.0,Me Base Tights,BLAU,deep water,0,0,4,0
2795,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41224.0,Me Base Tights,SCHWARZ,black,0,55,39,3
2796,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41224.0,Me Base Tights,SCHWARZ,black uni,0,0,56,2
2797,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41268.0,Me Back Bowl Warm Pants,SCHWARZ,black,0,34,14,215
2798,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41428.0,Me Croz Pants,SCHWARZ,black,0,510,227,0
2799,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41677.0,Me Sesvenna Shorts II,BLAU,baltic sea,0,0,0,3
2800,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41677.0,Me Sesvenna Shorts II,BLAU,signal blue,0,0,0,127
2801,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41677.0,Me Sesvenna Shorts II,GRÜN,bright green,0,0,30,0
2802,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41677.0,Me Sesvenna Shorts II,SCHWARZ,black,0,0,75,213
2803,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41679.0,Me Larice Light Pants II,BLAU,deep water,0,0,32,0
2804,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41679.0,Me Larice Light Pants II,ROT,mars red,0,0,0,28
2805,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41679.0,Me Larice Light Pants II,SCHWARZ,black,0,1,29,14
2806,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41679.0,Me Larice Light Pants II,SCHWARZ,black/green,0,0,1,35
2807,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41717.0,Me Back Bowl Fleece Pants,BLAU,deep water,0,0,9,0
2808,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41717.0,Me Back Bowl Fleece Pants,SCHWARZ,black,0,0,14,138
2809,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41727.0,Me Back Bowl Pants III,BLAU,eclipse,0,5,73,0
2810,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41727.0,Me Back Bowl Pants III,GRÜN,chute green,0,1,0,0
2811,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41916.0,Me Tekoa Pants II,BLAU,baltic sea,0,0,313,244
2812,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41916.0,Me Tekoa Pants II,GRÜN,avocado,0,0,0,449
2813,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41916.0,Me Tekoa Pants II,GRÜN,smaragd,0,0,286,0
2814,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41917.0,Me Tekoa Shorts II,BLAU,baltic sea,0,0,192,169
2815,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41917.0,Me Tekoa Shorts II,BLAU,signal blue,0,0,0,61
2816,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41917.0,Me Tekoa Shorts II,GRÜN,avocado,0,0,0,280
2817,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41917.0,Me Tekoa Shorts II,GRÜN,smaragd,0,0,247,0
2818,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,41917.0,Me Tekoa Shorts II,ROT,carmine,0,0,318,0
2819,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,42143.0,Me Back Bowl Pants IV,BLAU,navy,0,0,0,138
2820,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,42143.0,Me Back Bowl Pants IV,BRAUN,bronze,0,0,3,23
2821,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,42180.0,Me Larice Pro Pants,BLAU,navy,0,0,0,147
2822,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,42180.0,Me Larice Pro Pants,SCHWARZ,black,0,0,0,225
2823,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,42314.0,Me Croz Pants II,BLAU,baltic sea,0,0,0,183
2824,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,42314.0,Me Croz Pants II,SCHWARZ,black,0,0,0,243
2825,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,42553.0,Me Monviso 3L Pants,BLAU,baltic sea,0,0,0,5
2826,Mountain-Sports,Bekleidung,Mountain,B-Hose,Herren,42553.0,Me Monviso 3L Pants,GELB,marigold,0,0,0,4
2827,Mountain-Sports,Bekleidung,Mountain,B-Kleid-Rock,Damen,40625.0,Wo Sesvenna Skirt,BLAU,dragonfly,0,9,0,0
2828,Mountain-Sports,Bekleidung,Mountain,B-Kleid-Rock,Damen,40625.0,Wo Sesvenna Skirt,SCHWARZ,black,0,828,0,0
2829,Mountain-Sports,Bekleidung,Mountain,B-Kleid-Rock,Damen,41728.0,Wo Sesvenna Reversible Skirt,BLAU,dark sea,0,0,0,22
2830,Mountain-Sports,Bekleidung,Mountain,B-Kleid-Rock,Damen,41728.0,Wo Sesvenna Reversible Skirt,BLAU,eclipse,0,0,36,0
2831,Mountain-Sports,Bekleidung,Mountain,B-Kleid-Rock,Damen,41728.0,Wo Sesvenna Reversible Skirt,BLAU,steelblue,0,0,0,47
2832,Mountain-Sports,Bekleidung,Mountain,B-Kleid-Rock,Damen,41728.0,Wo Sesvenna Reversible Skirt,SCHWARZ,black,0,0,486,8
2833,Mountain-Sports,Bekleidung,Mountain,B-Kleid-Rock,Damen,41728.0,Wo Sesvenna Reversible Skirt,SCHWARZ,black/white,0,0,11,663
2834,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,BLAU,eclipse,0,51,0,0
2835,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,GELB,duff yellow,0,0,143,0
2836,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,PINK,bright pink,0,1,197,0
2837,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,PINK,crocus,0,31,0,0
2838,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,PINK,light rose,0,180,0,0
2839,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,ROT,energetic red,0,1,0,0
2840,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,SCHWARZ,black,0,147,196,0
2841,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,TÜRKIS,atoll,0,259,0,0
2842,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,TÜRKIS,pacific,0,0,83,0
2843,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,TÜRKIS,peacock,0,0,30,0
2844,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,WEISS,white,0,260,9,0
2845,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,4280.0,Wo Livigno Halfzip,WEISS,white uni,0,0,141,0
2846,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,5253.0,Wo Boe Halfzip,ROT,raisin,0,1,0,0
2847,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,5253.0,Wo Boe Halfzip,TÜRKIS,blue sapphire,0,1,0,0
2848,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,40621.0,Wo Shuksan Halfzip,ROT,passion fruit,0,13,0,0
2849,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,40621.0,Wo Shuksan Halfzip,SCHWARZ,black,0,42,0,0
2850,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,40623.0,Wo Larice Light Shirt,BLAU,eclipse/fjord,0,170,0,0
2851,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,40623.0,Wo Larice Light Shirt,BLAU,sailorblue/eclipse,0,167,0,0
2852,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,40623.0,Wo Larice Light Shirt,GRAU,iron,0,1,0,0
2853,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,40623.0,Wo Larice Light Shirt,ORANGE,gerbera,0,121,0,0
2854,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,40623.0,Wo Larice Light Shirt,PINK,crocus,0,146,9,0
2855,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,40623.0,Wo Larice Light Shirt,PINK,crocus/passion,0,167,0,0
2856,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,40623.0,Wo Larice Light Shirt,TÜRKIS,glacier,0,50,0,0
2857,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,40623.0,Wo Larice Light Shirt,WEISS,offwhite,0,120,0,0
2858,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41164.0,Wo Back Bowl Fleece FZ Jacket,BLAU,eclipse,0,95,0,0
2859,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41164.0,Wo Back Bowl Fleece FZ Jacket,BLAU,eclipse uni,0,0,47,0
2860,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41164.0,Wo Back Bowl Fleece FZ Jacket,BLAU,steelblue,0,0,5,124
2861,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41164.0,Wo Back Bowl Fleece FZ Jacket,GELB,duff yellow,0,0,24,0
2862,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41164.0,Wo Back Bowl Fleece FZ Jacket,GRÜN,eucalyptus,0,65,272,0
2863,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41164.0,Wo Back Bowl Fleece FZ Jacket,PINK,cranberry,0,0,65,234
2864,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,BLAU,dark sea,0,0,0,4
2865,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,BLAU,eclipse,0,0,27,0
2866,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,BLAU,icicle,0,0,59,18
2867,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,BLAU,steelblue,0,0,1,23
2868,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,GELB,duff yellow,0,0,15,0
2869,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,LILA,dark purple,0,0,0,3
2870,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,PINK,bright pink,0,0,303,0
2871,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,PINK,cranberry,0,0,41,0
2872,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,PINK,cranberry uni,0,0,34,0
2873,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,PINK,crimson red,0,0,0,6
2874,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,ROT,mars red,0,0,0,1
2875,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,SCHWARZ,black,0,0,1,55
2876,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,TÜRKIS,pool,0,0,0,8
2877,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,41613.0,Wo Larice Light Shirt II,WEISS,white,0,0,0,7
2878,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,42060.0,Wo Livigno Halfzip II,BLAU,steelblue,0,0,57,148
2879,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,42060.0,Wo Livigno Halfzip II,ORANGE,pink canary,0,0,0,4
2880,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,42060.0,Wo Livigno Halfzip II,PINK,cranberry,0,0,3,45
2881,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,42060.0,Wo Livigno Halfzip II,PINK,crimson red,0,0,0,17
2882,Mountain-Sports,Bekleidung,Mountain,B-Pullover,Damen,42060.0,Wo Livigno Halfzip II,PINK,sand rose,0,0,0,18
